,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,wins,draws,loses,pts,npxGD,ppda_ratio,oppda_ratio
0,1.19842,2.57012,1.19842,2.57012,4,5,1,2,0.47,0,0,1,0,-1.3717000000000001,21.85,9.625
1,2.20326,4.16645,2.20326,4.16645,8,7,3,4,1.3138,0,1,1,1,-1.9631900000000002,13.410714285714286,11.1875
2,3.8387900000000004,5.3249,3.8387900000000004,5.3249,14,17,4,5,3.0317,0,2,1,2,-1.4861100000000003,13.007142857142858,9.560897435897436
3,5.3975800000000005,5.941699000000001,4.639805000000001,5.941699000000001,21,20,8,6,5.2371,1,2,1,5,-1.3018940000000003,10.981163594470047,10.049705334987593
4,6.253271000000001,6.370064000000001,5.495496000000001,6.370064000000001,25,22,8,7,6.9449000000000005,1,2,2,5,-0.8745680000000003,9.378479262672812,10.535764267990075
5,7.496291000000001,6.695414000000001,6.738516000000001,6.695414000000001,30,27,10,8,9.103100000000001,2,2,2,8,0.04310199999999964,8.575561987186694,10.590914667769507
6,8.180292000000001,7.361449000000001,7.422517000000001,7.361449000000001,34,32,11,8,10.418500000000002,3,2,2,11,0.06106799999999957,8.755243608064784,10.440171756047333
7,9.639982000000002,8.370839000000002,8.882207000000001,8.370839000000002,36,43,13,9,12.142000000000001,4,2,2,14,0.5113679999999995,8.714409585628115,9.951326757129651
8,13.704642000000002,9.993039000000001,12.946867000000001,9.993039000000001,44,47,16,9,14.8001,5,2,2,17,2.9538279999999992,8.494507866963552,9.515000477882184
9,16.404102,10.917988000000001,15.646327000000001,10.917988000000001,52,51,20,9,17.3606,6,2,2,20,4.728338999999999,9.638807080267197,9.310375430093966
10,18.358522,11.406681,17.600747000000002,11.406681,56,54,22,9,19.845200000000002,7,2,2,23,6.194065999999999,9.824535362226378,9.255766520026771
11,19.592132,12.527161000000001,18.834357,12.527161000000001,64,58,24,12,21.300900000000002,7,2,3,23,6.307195999999999,9.575824082040848,9.80642234032757
12,21.284782,13.134106000000001,20.527007,13.134106000000001,68,61,25,12,23.5469,8,2,3,26,7.392900999999999,9.792213682567619,9.548360075935127
13,23.140542,14.812906000000002,22.382767,14.812906000000002,71,70,28,13,25.0487,9,2,3,29,7.5698609999999995,9.71975397508263,9.385814875705995
14,26.363482,15.809023000000002,24.847937,15.051246000000003,78,72,29,14,27.8283,9,3,3,30,9.796691,9.334733339706753,9.451522455420834
15,27.753072000000003,17.112413,26.237527,16.354636000000003,86,79,31,16,29.2488,9,4,3,31,9.882890999999999,9.176793275205851,9.605445159099888
16,28.280679000000003,17.514327,26.765134,16.756550000000004,91,82,33,17,30.653,10,4,3,34,10.008583999999999,9.088746611958449,10.072281718368522
17,30.463159000000005,19.430657,28.947614,18.672880000000003,94,94,37,18,32.236399999999996,11,4,3,37,10.274733999999999,9.35048291129409,9.783754282836263
18,32.324359,20.378735,30.808814,19.620958,101,100,38,19,34.3268,11,5,3,38,11.187855999999998,9.298543619312106,9.597446291056691
19,33.698889,21.775125,32.183344000000005,21.017348000000002,105,106,41,19,35.6765,12,5,3,41,11.165995999999998,9.156693361423423,9.513823976503858
20,35.785199,23.762605,34.269654,23.004828000000003,109,113,46,23,37.1156,13,5,3,44,11.264825999999998,9.002565106117546,9.293814121493035
21,37.561459,24.32582,36.045914,23.568043000000003,115,114,48,24,39.434400000000004,14,5,3,47,12.477870999999997,9.024093532029951,9.744095297788805
22,40.112759,25.76863,38.597214,25.010853000000004,123,119,53,27,41.607600000000005,15,5,3,50,13.586360999999997,8.969215759415812,9.657689274265673
23,40.50371,27.211540000000003,38.988165,25.566554000000004,124,119,53,28,41.940900000000006,15,5,4,50,13.421610999999997,8.936078146251747,9.603770402989452
24,43.1932,28.421630000000004,40.919875000000005,26.776644000000005,138,130,56,28,44.34980000000001,16,5,4,53,14.143230999999997,8.996968353735012,9.687445673826396
25,44.004329,29.448380000000004,41.731004000000006,27.803394000000004,140,140,57,29,45.540200000000006,16,6,4,54,13.927609999999996,8.82061436727914,9.891774686371535
26,47.746389,31.373070000000006,44.715284000000004,29.728084000000003,145,141,60,30,47.973400000000005,17,6,4,57,14.987199999999996,8.812007734939826,9.945165747370119
27,49.910219,31.514505000000007,46.879114,29.869519000000004,147,141,62,30,50.7719,18,6,4,60,17.009594999999997,8.738109499508301,9.854759581515767
28,50.992069,31.799737000000007,47.960964000000004,30.154751000000005,153,142,63,31,52.8173,18,7,4,61,17.806212999999996,8.830624779924529,9.904102847177784
29,51.414631,33.45466700000001,48.383526,31.809681000000005,154,150,63,32,53.2787,18,7,5,61,16.573844999999995,9.046527030850122,9.921792172561712
30,52.943541,34.87157700000001,49.91243600000001,33.226591000000006,161,152,65,34,54.7203,18,8,5,62,16.685844999999993,8.903090675016248,10.095869257904296
31,54.628401000000004,36.14033700000001,51.59729600000001,34.49535100000001,166,154,68,35,56.4518,19,8,5,65,17.101944999999994,8.838410758088656,10.029426373897818
32,56.288321,37.91252700000001,53.25721600000001,35.509761000000005,168,160,70,36,57.6843,20,8,5,68,17.747454999999995,8.949974068449606,9.976346113409333
33,58.347731,38.822021000000014,55.31662600000001,36.41925500000001,172,164,72,38,59.950900000000004,20,9,5,69,18.897370999999996,9.13631936895739,10.289876040555047
