,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,wins,draws,loses,pts,npxGD,ppda_ratio,oppda_ratio
0,1.07521,0.766583,1.07521,0.766583,9,0,0,0,1.5825,0,1,0,1,0.308627,9.347826086956522,36.916666666666664
1,1.813258,1.802483,1.813258,1.802483,11,4,1,0,2.6425,1,1,0,4,0.010774999999999979,6.778079710144928,24.93659420289855
2,2.544064,2.226293,2.544064,2.226293,21,6,2,2,4.2298,1,1,1,4,0.3177709999999999,6.518719806763285,21.653381642512077
3,3.638684,3.0767860000000002,3.638684,3.0767860000000002,23,11,6,2,5.7928,2,1,1,7,0.5618979999999998,5.940510443307758,20.315036231884058
4,4.48935,3.5489780000000004,4.48935,3.5489780000000004,30,14,6,2,7.493399999999999,2,2,1,8,0.9403719999999998,5.378724144119891,17.945778985507246
5,6.649509999999999,4.596498,5.88941,4.596498,39,21,7,3,9.7153,2,3,1,9,1.2929119999999998,5.845015218139125,16.70768938447443
6,9.155,4.932025,8.3949,4.932025,44,22,9,3,12.558599999999998,3,3,1,12,3.462875,6.2897749488811545,17.16373375812094
7,9.948929999999999,6.491125,9.18883,6.491125,45,28,10,6,13.272899999999998,3,3,2,12,2.697705,7.036161775923184,16.893267038355823
8,11.79013,6.973728,10.26994,6.973728,55,31,11,6,15.757399999999999,4,3,2,15,3.296212,6.924736393413201,18.205126256316287
9,13.0833,8.089438000000001,11.56311,8.089438000000001,63,32,12,7,17.2483,4,4,2,16,3.473672,6.655339677148804,17.756613630684658
10,15.36275,8.815622000000001,13.84256,8.815622000000001,78,33,15,7,19.7003,5,4,2,19,5.026938,6.406768127551544,17.96623966425878
11,17.7544,9.182342000000002,15.474120000000001,9.182342000000002,95,35,16,7,22.4283,6,4,2,22,6.291778000000001,6.372870783588915,18.024608581126103
12,20.06514,9.369200000000003,17.784860000000002,9.369200000000003,102,37,19,7,25.2184,7,4,2,25,8.41566,6.255869327301449,17.28307064293297
13,21.30676,11.705910000000003,19.026480000000003,11.705910000000003,106,43,19,10,25.8589,7,4,3,25,7.320570000000001,6.564123559024814,17.116747415191007
14,22.955650000000002,15.135380000000003,20.675370000000004,15.135380000000003,114,49,21,14,26.2733,7,4,4,25,5.539990000000001,6.423951219192391,17.222297587511605
15,23.667624000000004,16.013835000000004,21.387344000000006,16.013835000000004,117,53,21,14,27.461399999999998,7,5,4,26,5.373509000000001,6.541685037223636,16.8095069294686
16,24.367633000000005,16.711375000000004,22.087353000000007,16.711375000000004,126,56,21,16,28.7551,7,5,5,26,5.375978000000001,6.509821211504598,17.605026129695936
17,24.560273000000006,19.643305000000005,22.279993000000008,18.883215000000003,128,59,22,21,28.798399999999997,7,5,6,26,3.3967780000000007,7.389710371251927,16.848057557864756
18,25.751773000000007,21.137235000000004,23.47149300000001,20.377145000000002,130,59,23,23,29.9351,7,5,7,26,3.094348000000001,7.5586729832912996,16.338273589669885
19,27.330733000000006,21.418383000000006,25.050453000000008,20.658293000000004,140,59,27,24,32.3527,8,5,7,29,4.3921600000000005,7.447926834126735,16.214006969009922
20,28.740293000000005,22.047544000000006,26.460013000000007,21.287454000000004,150,62,27,25,34.3852,8,5,8,29,5.172559000000001,7.324556168556073,16.002228859374526
21,31.221113000000006,22.920528000000004,28.94083300000001,22.160438000000003,164,63,28,26,36.8091,8,6,8,30,6.780395,7.155877995605178,15.933945729402957
22,31.630092000000005,23.668726000000003,29.349812000000007,22.908636,175,63,28,27,37.6924,8,6,9,30,6.4411760000000005,6.967178494652093,15.841165480298482
23,34.114892000000005,24.772366,31.834612000000007,24.012276,187,65,31,27,40.1113,9,6,9,33,7.822336,6.865536798115663,15.6220891408416
24,34.701779,25.103066000000002,32.421499000000004,24.342976,195,68,34,27,41.6322,10,6,9,36,8.078523,6.8109153261910365,15.667974805977167
25,38.595049,26.203116,36.314769000000005,25.443026,207,74,38,28,44.43,11,6,9,39,10.871743,6.7037647367221505,15.597411672413942
26,39.228302000000006,26.949609000000002,36.94802200000001,26.189519,212,79,38,29,45.6273,11,6,10,39,10.758503000000001,6.625067797155443,15.361610100501174
27,40.67539200000001,27.291547,38.39511200000001,26.531457,221,86,40,30,47.929,12,6,10,42,11.863655000000001,6.765747610260697,15.046497651856901
28,43.93032200000001,29.069147,41.65004200000001,28.309057,226,87,45,31,50.2627,13,6,10,45,13.340985000000002,6.685976346195879,15.102365548919309
29,46.401052000000014,30.450047,44.12077200000002,29.689957,237,89,47,33,52.386500000000005,13,7,10,46,14.430815000000003,6.613110467989349,14.903715268717237
30,48.738782000000015,30.743940000000002,45.69841200000002,29.98385,243,93,49,33,55.2128,14,7,10,49,15.714562000000003,6.711612280849908,14.831181628235813
31,51.008122000000014,31.584926000000003,47.96775200000002,30.824836,249,97,52,34,57.676500000000004,15,7,10,52,17.142916000000003,6.705472881921834,14.787062041063121
32,53.97534200000001,32.060917,50.934972000000016,31.300827,263,106,54,34,60.50320000000001,16,7,10,55,19.634145000000004,6.644700976409051,14.732017380282244
33,55.817622000000014,32.755766,52.77725200000002,31.995676000000003,269,107,55,35,62.78680000000001,16,8,10,56,20.781576000000005,6.6709328702162445,14.71538941811708
34,56.90389200000001,34.256836,53.86352200000002,33.496746,278,108,58,37,63.69070000000001,17,8,10,59,20.366776000000005,6.57319193106721,14.511066936573807
35,57.396461000000016,34.509672,54.35609100000002,33.749582000000004,280,110,60,38,65.2467,18,8,10,62,20.606509000000006,6.482964377426453,14.48508612099558
36,61.69887100000002,35.563302,58.65850100000002,34.803212,290,112,66,39,68.1084,19,8,10,65,23.855289000000006,6.4338752501086205,14.422280829146526
37,63.00817100000002,38.008802,59.96780100000002,36.488622,294,114,67,43,68.6877,19,8,11,65,23.479179000000006,6.404365375105762,14.374665629058631
