,id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
0,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/arsenal,1.5,2022-01-22T14:50:00Z,2022-01-02T21:35:22Z,Arsenal (Betway),arsenal,win-market,wa,1.5
1,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-02T21:35:22Z,Arsenal (William Hill),arsenal,win-market,wh,1.5
2,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/draw,4.33,2022-01-22T14:50:00Z,2022-01-03T00:10:45Z,Draw (Betway),draw,win-market,wa,4.333
3,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/burnley,6.5,2022-01-22T14:50:00Z,2022-01-03T00:10:45Z,Burnley (Betway),burnley,win-market,wa,7.5
4,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,4.0,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Draw (William Hill),draw,win-market,wh,4.333
5,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,7.5,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Burnley (William Hill),burnley,win-market,wh,7.5
6,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Arsenal (10bet),arsenal,win-market,eb,1.5
7,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.43,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
8,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.9,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Draw (10bet),draw,win-market,eb,4.333
9,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Arsenal (10bet),arsenal,win-market,eb,1.5
10,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Burnley (10bet),burnley,win-market,eb,7.5
11,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.9,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Draw (Fansbet),draw,win-market,fb,4.333
12,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
13,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Burnley (Fansbet),burnley,win-market,fb,7.5
14,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.05,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Draw (Mansion Bet),draw,win-market,mb,4.333
15,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
16,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
17,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,4.2,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Draw (William Hill),draw,win-market,wh,4.333
18,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Arsenal (William Hill),arsenal,win-market,wh,1.5
19,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,3.8,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Draw (Netbet),draw,win-market,nt,4.333
20,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
21,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Burnley (Netbet),burnley,win-market,nt,7.5
22,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.95,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Draw (10bet),draw,win-market,eb,4.333
23,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.95,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Draw (Fansbet),draw,win-market,fb,4.333
24,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,4.2,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Draw (BoyleSports),draw,win-market,by,4.333
25,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Arsenal (BoyleSports),arsenal,win-market,by,1.5
26,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Burnley (BoyleSports),burnley,win-market,by,7.5
27,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (10bet),arsenal,win-market,eb,1.5
28,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
29,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Burnley (Netbet),burnley,win-market,nt,7.5
30,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
31,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
32,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
33,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (10bet),arsenal,win-market,eb,1.5
34,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
35,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Burnley (Netbet),burnley,win-market,nt,7.5
36,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
37,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
38,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
39,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T18:25:25Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
40,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-03T18:25:25Z,Burnley (Netbet),burnley,win-market,nt,7.5
41,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T21:10:33Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
42,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-03T21:10:33Z,Burnley (Netbet),burnley,win-market,nt,7.5
43,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (10bet),arsenal,win-market,eb,1.5
44,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
45,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Burnley (Netbet),burnley,win-market,nt,7.5
46,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
47,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
48,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
49,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (10bet),arsenal,win-market,eb,1.5
50,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
51,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Burnley (Netbet),burnley,win-market,nt,7.5
52,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
53,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.1,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Draw (Mansion Bet),draw,win-market,mb,4.333
54,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
55,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
56,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,8.0,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (William Hill),burnley,win-market,wh,8.0
57,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.15,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (10bet),draw,win-market,eb,4.6
58,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.43,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (10bet),arsenal,win-market,eb,1.5
59,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,4.05,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (Netbet),draw,win-market,nt,4.6
60,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
61,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (Netbet),burnley,win-market,nt,8.0
62,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.15,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (Fansbet),draw,win-market,fb,4.6
63,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.43,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
64,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.35,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (Mansion Bet),draw,win-market,mb,4.6
65,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.42,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
66,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (Mansion Bet),burnley,win-market,mb,8.0
67,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,4.33,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (BoyleSports),draw,win-market,by,4.6
68,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (BoyleSports),arsenal,win-market,by,1.5
69,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (BoyleSports),burnley,win-market,by,8.0
70,tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,4.6,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (TonyBet),draw,win-market,tn,4.6
71,tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/arsenal,1.42,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (TonyBet),arsenal,win-market,tn,1.5
72,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.2,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (10bet),draw,win-market,eb,4.9
73,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.2,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Fansbet),draw,win-market,fb,4.9
74,tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,6.9,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (TonyBet),burnley,win-market,tn,8.0
75,bh/football/england-premier-league/arsenal-v-burnley/tip/draw,4.4,2022-01-22T16:00:00Z,2022-01-04T13:54:03Z,Draw (Bet At Home),draw,win-market,bh,4.9
76,bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.46,2022-01-22T16:00:00Z,2022-01-04T13:54:03Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.5
77,bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,6.4,2022-01-22T16:00:00Z,2022-01-04T13:54:03Z,Burnley (Bet At Home),burnley,win-market,bh,8.0
78,lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,4.9,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (LVbet),draw,win-market,lv,4.9
79,lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.44,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (LVbet),arsenal,win-market,lv,1.5
80,lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,7.5,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (LVbet),burnley,win-market,lv,8.0
81,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.7,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Betsson),draw,win-market,bs,4.9
82,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (Betsson),arsenal,win-market,bs,1.5
83,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,7.5,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (Betsson),burnley,win-market,bs,8.0
84,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.7,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Betsafe),draw,win-market,sa,4.9
85,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (Betsafe),arsenal,win-market,sa,1.5
86,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,7.5,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (Betsafe),burnley,win-market,sa,8.0
87,vb/football/england-premier-league/arsenal-v-burnley/match-result/draw,4.9,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Vbet),draw,win-market,vb,4.9
88,vb/football/england-premier-league/arsenal-v-burnley/match-result/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (Vbet),arsenal,win-market,vb,1.5
89,vb/football/england-premier-league/arsenal-v-burnley/match-result/burnley,7.4,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (Vbet),burnley,win-market,vb,8.0
90,nt/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.05,2022-01-22T15:00:00Z,2022-01-04T17:00:14Z,Draw (Netbet),draw,win-market,nt,4.9
91,nt/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T17:00:14Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
92,nt/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,6.25,2022-01-22T15:00:00Z,2022-01-04T17:00:14Z,Burnley (Netbet),burnley,win-market,nt,8.0
93,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/arsenal,1.44,2022-01-22T14:50:00Z,2022-01-04T20:01:46Z,Arsenal (Betway),arsenal,win-market,wa,1.444
94,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/burnley,8.0,2022-01-22T14:50:00Z,2022-01-04T20:01:46Z,Burnley (Betway),burnley,win-market,wa,8.5
95,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.3,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (10bet),draw,win-market,eb,5.2
96,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (10bet),arsenal,win-market,eb,1.444
97,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (10bet),burnley,win-market,eb,8.5
98,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,4.15,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Netbet),draw,win-market,nt,5.2
99,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.38,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Netbet),arsenal,win-market,nt,1.444
100,nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Netbet),burnley,win-market,nt,8.5
101,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.3,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Fansbet),draw,win-market,fb,5.2
102,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Fansbet),arsenal,win-market,fb,1.444
103,fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Fansbet),burnley,win-market,fb,8.5
104,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.45,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Mansion Bet),draw,win-market,mb,5.2
105,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.38,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.444
106,mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Mansion Bet),burnley,win-market,mb,8.5
107,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,4.5,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (BoyleSports),draw,win-market,by,5.2
108,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (BoyleSports),arsenal,win-market,by,1.444
109,by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,8.5,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (BoyleSports),burnley,win-market,by,8.5
110,tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,4.8,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (TonyBet),draw,win-market,tn,5.2
111,tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/arsenal,1.37,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (TonyBet),arsenal,win-market,tn,1.444
112,tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,7.9,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (TonyBet),burnley,win-market,tn,8.5
113,bh/football/england-premier-league/arsenal-v-burnley/tip/draw,4.5,2022-01-22T16:00:00Z,2022-01-04T20:01:46Z,Draw (Bet At Home),draw,win-market,bh,5.2
114,bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.43,2022-01-22T16:00:00Z,2022-01-04T20:01:46Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.444
115,bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,6.8,2022-01-22T16:00:00Z,2022-01-04T20:01:46Z,Burnley (Bet At Home),burnley,win-market,bh,8.5
116,lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,5.2,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (LVbet),draw,win-market,lv,5.2
117,lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.39,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (LVbet),arsenal,win-market,lv,1.444
118,lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,8.3,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (LVbet),burnley,win-market,lv,8.5
119,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.05,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Betsson),draw,win-market,bs,5.2
120,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Betsson),arsenal,win-market,bs,1.444
121,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,8.1,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Betsson),burnley,win-market,bs,8.5
122,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.05,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Betsafe),draw,win-market,sa,5.2
123,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Betsafe),arsenal,win-market,sa,1.444
124,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,8.1,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Betsafe),burnley,win-market,sa,8.5
125,vb/football/england-premier-league/arsenal-v-burnley/match-result/draw,5.2,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Vbet),draw,win-market,vb,5.2
126,vb/football/england-premier-league/arsenal-v-burnley/match-result/arsenal,1.39,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Vbet),arsenal,win-market,vb,1.444
127,vb/football/england-premier-league/arsenal-v-burnley/match-result/burnley,8.2,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Vbet),burnley,win-market,vb,8.5
128,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,4.33,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Draw (William Hill),draw,win-market,wh,5.2
129,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Arsenal (William Hill),arsenal,win-market,wh,1.444
130,wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,9.0,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Burnley (William Hill),burnley,win-market,wh,9.0
131,tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,7.85,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Burnley (TonyBet),burnley,win-market,tn,9.0
132,bh/football/england-premier-league/arsenal-v-burnley/tip/draw,4.6,2022-01-22T16:00:00Z,2022-01-04T23:12:57Z,Draw (Bet At Home),draw,win-market,bh,5.2
133,bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.42,2022-01-22T16:00:00Z,2022-01-04T23:12:57Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.444
134,bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,7.0,2022-01-22T16:00:00Z,2022-01-04T23:12:57Z,Burnley (Bet At Home),burnley,win-market,bh,9.0
135,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.2,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Draw (Betsson),draw,win-market,bs,5.2
136,bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.39,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Arsenal (Betsson),arsenal,win-market,bs,1.444
137,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.2,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Draw (Betsafe),draw,win-market,sa,5.2
138,sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.39,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Arsenal (Betsafe),arsenal,win-market,sa,1.444
139,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/draw,4.2,2022-01-22T14:50:00Z,2022-01-05T15:10:05Z,Draw (Betway),draw,win-market,wa,4.33
140,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/arsenal,1.5,2022-01-22T14:50:00Z,2022-01-05T15:10:05Z,Arsenal (Betway),arsenal,win-market,wa,1.6
141,wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/burnley,7.0,2022-01-22T14:50:00Z,2022-01-05T15:10:05Z,Burnley (Betway),burnley,win-market,wa,9.0
142,eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.9,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (10bet),draw,win-market,eb,4.33
