,id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
908,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T05:27:30Z,Draw (Quinnbet),draw,win-market,qb,3.9
909,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.75,2022-01-15T17:30:00Z,2022-01-05T05:27:30Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.75
910,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T05:27:30Z,Manchester United (Quinnbet),manchester-united,win-market,qb,2.02
911,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/draw,3.6,2022-01-15T18:30:00Z,2022-01-05T15:10:41Z,Draw (Bet At Home),draw,win-market,bh,3.9
912,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.96,2022-01-15T18:30:00Z,2022-01-05T15:10:41Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.02
913,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-05T15:10:41Z,Draw (Quinnbet),draw,win-market,qb,3.9
914,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (10bet),draw,win-market,eb,3.9
915,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Manchester United (10bet),manchester-united,win-market,eb,2.02
916,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.45,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (Netbet),draw,win-market,nt,3.9
917,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.7,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (Mansion Bet),draw,win-market,mb,3.9
918,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.75
919,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,2.02
920,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (Fansbet),draw,win-market,fb,3.9
921,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Manchester United (Fansbet),manchester-united,win-market,fb,2.02
922,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Draw (10bet),draw,win-market,eb,3.9
923,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Aston Villa (10bet),aston-villa,win-market,eb,3.75
924,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.4,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Draw (Netbet),draw,win-market,nt,3.9
925,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.75
926,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Draw (Mansion Bet),draw,win-market,mb,3.9
927,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.45,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.75
928,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.5,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Draw (Fansbet),draw,win-market,fb,3.9
929,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.75
930,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Draw (10bet),draw,win-market,eb,3.9
931,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Aston Villa (10bet),aston-villa,win-market,eb,3.75
932,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.45,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Draw (Netbet),draw,win-market,nt,3.9
933,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.75
934,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.7,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Draw (Mansion Bet),draw,win-market,mb,3.9
935,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.75
936,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.6,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Draw (Fansbet),draw,win-market,fb,3.9
937,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-06T01:48:44Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.75
938,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/draw,3.65,2022-01-15T18:30:00Z,2022-01-06T11:46:53Z,Draw (Bet At Home),draw,win-market,bh,3.9
939,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/aston-villa,3.5,2022-01-15T18:30:00Z,2022-01-06T11:46:53Z,Aston Villa (Bet At Home),aston-villa,win-market,bh,3.75
940,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.97,2022-01-15T18:30:00Z,2022-01-06T11:46:53Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.02
941,lv/football/england-premier-league/aston-villa-v-manchester-united/3w/draw,3.85,2022-01-15T17:30:00Z,2022-01-06T15:13:17Z,Draw (LVbet),draw,win-market,lv,3.9
942,lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.55,2022-01-15T17:30:00Z,2022-01-06T15:13:17Z,Aston Villa (LVbet),aston-villa,win-market,lv,3.75
943,lv/football/england-premier-league/aston-villa-v-manchester-united/3w/manchester-united,2.02,2022-01-15T17:30:00Z,2022-01-06T15:13:17Z,Manchester United (LVbet),manchester-united,win-market,lv,2.02
944,vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-06T15:13:17Z,Draw (Vbet),draw,win-market,vb,3.9
945,vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.57,2022-01-15T17:30:00Z,2022-01-06T15:13:17Z,Aston Villa (Vbet),aston-villa,win-market,vb,3.75
946,vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/manchester-united,2.02,2022-01-15T17:30:00Z,2022-01-06T15:13:17Z,Manchester United (Vbet),manchester-united,win-market,vb,2.02
947,nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Draw (Netbet),draw,win-market,nt,3.9
948,wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/draw,3.6,2022-01-15T17:20:00Z,2022-01-06T18:43:45Z,Draw (Betway),draw,win-market,wa,3.9
949,wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/aston-villa,3.5,2022-01-15T17:20:00Z,2022-01-06T18:43:45Z,Aston Villa (Betway),aston-villa,win-market,wa,3.6
950,wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/manchester-united,2.05,2022-01-15T17:20:00Z,2022-01-06T18:43:45Z,Manchester United (Betway),manchester-united,win-market,wa,2.05
951,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/draw,3.6,2022-01-15T18:30:00Z,2022-01-06T18:43:45Z,Draw (Bet At Home),draw,win-market,bh,3.9
952,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/aston-villa,3.45,2022-01-15T18:30:00Z,2022-01-06T18:43:45Z,Aston Villa (Bet At Home),aston-villa,win-market,bh,3.6
953,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.98,2022-01-15T18:30:00Z,2022-01-06T18:43:45Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.05
954,lv/football/england-premier-league/aston-villa-v-manchester-united/3w/draw,3.8,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Draw (LVbet),draw,win-market,lv,3.9
955,lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Aston Villa (LVbet),aston-villa,win-market,lv,3.6
956,lv/football/england-premier-league/aston-villa-v-manchester-united/3w/manchester-united,2.05,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Manchester United (LVbet),manchester-united,win-market,lv,2.05
957,vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/draw,3.8,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Draw (Vbet),draw,win-market,vb,3.9
958,vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.52,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Aston Villa (Vbet),aston-villa,win-market,vb,3.6
959,vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/manchester-united,2.05,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Manchester United (Vbet),manchester-united,win-market,vb,2.05
960,tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/x,3.65,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Draw (TonyBet),draw,win-market,tn,3.9
961,tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Aston Villa (TonyBet),aston-villa,win-market,tn,3.6
962,tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/manchester-united,2.0,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Manchester United (TonyBet),manchester-united,win-market,tn,2.05
963,wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Aston Villa (William Hill),aston-villa,win-market,wh,3.6
964,wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/man-utd,2.0,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Manchester United (William Hill),manchester-united,win-market,wh,2.05
965,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.6,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Draw (Quinnbet),draw,win-market,qb,3.9
966,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.6
967,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,2.05,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Manchester United (Quinnbet),manchester-united,win-market,qb,2.05
968,fr/football-premiership/football-premiership/aston-villa-v-manchester-united/match-result/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Aston Villa (Betfred),aston-villa,win-market,fr,3.6
969,fr/football-premiership/football-premiership/aston-villa-v-manchester-united/match-result/manchester-united,2.05,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Manchester United (Betfred),manchester-united,win-market,fr,2.05
970,vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Aston Villa (Betvictor),aston-villa,win-market,vc,3.6
971,vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/manchester-united,2.05,2022-01-15T17:30:00Z,2022-01-06T18:43:45Z,Manchester United (Betvictor),manchester-united,win-market,vc,2.05
972,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.99,2022-01-15T18:30:00Z,2022-01-07T01:56:20Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.05
973,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Draw (10bet),draw,win-market,eb,3.85
974,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (10bet),aston-villa,win-market,eb,3.6
975,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,2.0,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Manchester United (10bet),manchester-united,win-market,eb,2.1
976,bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Draw (Betsson),draw,win-market,bs,3.85
977,bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Betsson),aston-villa,win-market,bs,3.6
978,bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,2.1,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Manchester United (Betsson),manchester-united,win-market,bs,2.1
979,nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.35,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Draw (Netbet),draw,win-market,nt,3.85
980,nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.15,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.6
981,nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Manchester United (Netbet),manchester-united,win-market,nt,2.1
982,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Draw (Mansion Bet),draw,win-market,mb,3.85
983,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.6
984,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,2.0,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,2.1
985,sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Draw (Betsafe),draw,win-market,sa,3.85
986,sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Betsafe),aston-villa,win-market,sa,3.6
987,sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,2.1,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Manchester United (Betsafe),manchester-united,win-market,sa,2.1
988,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.45,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Draw (Fansbet),draw,win-market,fb,3.85
989,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.6
990,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,2.0,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Manchester United (Fansbet),manchester-united,win-market,fb,2.1
991,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/aston-villa,3.4,2022-01-15T18:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Bet At Home),aston-villa,win-market,bh,3.6
992,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,2.01,2022-01-15T18:30:00Z,2022-01-07T05:40:34Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.1
993,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Draw (Quinnbet),draw,win-market,qb,3.85
994,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.6
995,vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Aston Villa (Betvictor),aston-villa,win-market,vc,3.6
996,vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/manchester-united,2.0,2022-01-15T17:30:00Z,2022-01-07T05:40:34Z,Manchester United (Betvictor),manchester-united,win-market,vc,2.1
997,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-07T09:21:33Z,Draw (Mansion Bet),draw,win-market,mb,3.85
998,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-07T09:21:33Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.6
999,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/aston-villa,3.35,2022-01-15T18:30:00Z,2022-01-07T09:21:33Z,Aston Villa (Bet At Home),aston-villa,win-market,bh,3.6
1000,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,2.03,2022-01-15T18:30:00Z,2022-01-07T09:21:33Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.1
1001,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.6,2022-01-15T17:30:00Z,2022-01-07T09:21:33Z,Draw (Quinnbet),draw,win-market,qb,3.85
1002,vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-07T09:21:33Z,Aston Villa (Betvictor),aston-villa,win-market,vc,3.6
1003,vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/manchester-united,2.05,2022-01-15T17:30:00Z,2022-01-07T09:21:33Z,Manchester United (Betvictor),manchester-united,win-market,vc,2.1
1004,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-07T13:03:12Z,Draw (Mansion Bet),draw,win-market,mb,3.85
1005,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-07T13:03:12Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.6
1006,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/draw,3.55,2022-01-15T18:30:00Z,2022-01-07T13:03:12Z,Draw (Bet At Home),draw,win-market,bh,3.85
1007,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/aston-villa,3.3,2022-01-15T18:30:00Z,2022-01-07T13:03:12Z,Aston Villa (Bet At Home),aston-villa,win-market,bh,3.6
1008,bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,2.05,2022-01-15T18:30:00Z,2022-01-07T13:03:12Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.1
1009,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-07T13:03:12Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.6
1010,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-07T16:58:22Z,Draw (Mansion Bet),draw,win-market,mb,3.85
1011,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-07T16:58:22Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.52
1012,wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/draw,3.75,2022-01-15T17:20:00Z,2022-01-07T16:58:22Z,Draw (Betway),draw,win-market,wa,3.85
1013,wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/aston-villa,3.4,2022-01-15T17:20:00Z,2022-01-07T16:58:22Z,Aston Villa (Betway),aston-villa,win-market,wa,3.52
1014,by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-07T16:58:22Z,Aston Villa (BoyleSports),aston-villa,win-market,by,3.52
1015,by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/manchester-united,2.05,2022-01-15T17:30:00Z,2022-01-07T16:58:22Z,Manchester United (BoyleSports),manchester-united,win-market,by,2.1
1016,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.35,2022-01-15T17:30:00Z,2022-01-07T20:58:51Z,Draw (Netbet),draw,win-market,nt,3.85
1017,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.15,2022-01-15T17:30:00Z,2022-01-07T20:58:51Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.52
1018,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-07T20:58:51Z,Manchester United (Netbet),manchester-united,win-market,nt,2.1
1019,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-07T20:58:51Z,Draw (Mansion Bet),draw,win-market,mb,3.85
1020,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-07T20:58:51Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.52
1021,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.4,2022-01-15T17:30:00Z,2022-01-08T00:49:59Z,Draw (10bet),draw,win-market,eb,3.85
1022,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.3,2022-01-15T17:30:00Z,2022-01-08T00:49:59Z,Draw (Netbet),draw,win-market,nt,3.85
1023,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-08T00:49:59Z,Draw (Mansion Bet),draw,win-market,mb,3.85
1024,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-08T00:49:59Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.52
1025,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.4,2022-01-15T17:30:00Z,2022-01-08T00:49:59Z,Draw (Fansbet),draw,win-market,fb,3.85
1026,by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-08T00:49:59Z,Aston Villa (BoyleSports),aston-villa,win-market,by,3.52
1027,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-08T04:51:21Z,Draw (10bet),draw,win-market,eb,3.85
1028,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.2,2022-01-15T17:30:00Z,2022-01-08T04:51:21Z,Aston Villa (10bet),aston-villa,win-market,eb,3.52
1029,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-08T04:51:21Z,Draw (Mansion Bet),draw,win-market,mb,3.85
1030,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-08T04:51:21Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.52
1031,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.45,2022-01-15T17:30:00Z,2022-01-08T04:51:21Z,Draw (Fansbet),draw,win-market,fb,3.85
1032,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.2,2022-01-15T17:30:00Z,2022-01-08T04:51:21Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.52
1033,by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-08T04:51:21Z,Aston Villa (BoyleSports),aston-villa,win-market,by,3.52
1034,qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-08T08:51:25Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.52
1035,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.4,2022-01-15T17:30:00Z,2022-01-08T12:51:33Z,Draw (10bet),draw,win-market,eb,3.85
1036,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-08T12:51:33Z,Aston Villa (10bet),aston-villa,win-market,eb,3.52
1037,nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.3,2022-01-15T17:30:00Z,2022-01-08T12:51:33Z,Draw (Netbet),draw,win-market,nt,3.85
1038,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-08T12:51:33Z,Draw (Mansion Bet),draw,win-market,mb,3.85
1039,mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-08T12:51:33Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.52
1040,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.4,2022-01-15T17:30:00Z,2022-01-08T12:51:33Z,Draw (Fansbet),draw,win-market,fb,3.85
1041,fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-08T12:51:33Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.52
1042,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-08T16:51:20Z,Draw (10bet),draw,win-market,eb,3.85
1043,eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.2,2022-01-15T17:30:00Z,2022-01-08T16:51:20Z,Aston Villa (10bet),aston-villa,win-market,eb,3.5
1044,nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.35,2022-01-15T17:30:00Z,2022-01-08T16:51:20Z,Draw (Netbet),draw,win-market,nt,3.85
