,id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal,home_team,away_team
15,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.35,2022-02-05T14:30:00Z,2022-01-16T22:46:39Z,Arminia Bielefeld (10bet),arminia-bielefeld,win-market,eb,4.1,arminia-bielefeld,borussia-monchengladbach
16,vb/football/germany-bundesliga/arminia-bielefeld-v-borussia-monchengladbach/match-result/arminia-bielefeld,4.1,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Arminia Bielefeld (Vbet),arminia-bielefeld,win-market,vb,4.1,arminia-bielefeld,borussia-monchengladbach
17,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.6,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Arminia Bielefeld (Mansion Bet),arminia-bielefeld,win-market,mb,4.1,arminia-bielefeld,borussia-monchengladbach
18,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/winner/draw,3.25,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Draw (Netbet),draw,win-market,nt,3.7,arminia-bielefeld,borussia-monchengladbach
19,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/winner/monchengladbach,1.83,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Borussia Monchengladbach (Netbet),borussia-monchengladbach,win-market,nt,2.05,arminia-bielefeld,borussia-monchengladbach
20,lv/football/germany-bundesliga/dsc-arminia-bielefeld-v-borussia-monchengladbach/3w/draw,3.7,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Draw (LVbet),draw,win-market,lv,3.7,arminia-bielefeld,borussia-monchengladbach
21,lv/football/germany-bundesliga/dsc-arminia-bielefeld-v-borussia-monchengladbach/3w/borussia-monchengladbach,1.92,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Borussia Monchengladbach (LVbet),borussia-monchengladbach,win-market,lv,2.05,arminia-bielefeld,borussia-monchengladbach
22,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/draw,3.3,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Draw (10bet),draw,win-market,eb,3.7,arminia-bielefeld,borussia-monchengladbach
23,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/monchengladbach,1.87,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Borussia Monchengladbach (10bet),borussia-monchengladbach,win-market,eb,2.05,arminia-bielefeld,borussia-monchengladbach
24,wa/soccer/arminia-bielefeld-borussia-m-gladbach/arminia-bielefeld-v-borussia-m-gladbach/win-draw-win/draw,3.6,2022-02-05T14:20:00Z,2022-01-17T03:10:30Z,Draw (Betway),draw,win-market,wa,3.7,arminia-bielefeld,borussia-monchengladbach
25,wa/soccer/arminia-bielefeld-borussia-m-gladbach/arminia-bielefeld-v-borussia-m-gladbach/win-draw-win/borussia-m-gladbach,2.05,2022-02-05T14:20:00Z,2022-01-17T03:10:30Z,Borussia Monchengladbach (Betway),borussia-monchengladbach,win-market,wa,2.05,arminia-bielefeld,borussia-monchengladbach
26,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/winner/draw,3.35,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Draw (Fansbet),draw,win-market,fb,3.7,arminia-bielefeld,borussia-monchengladbach
27,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/winner/bielefeld,3.4,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Arminia Bielefeld (Fansbet),arminia-bielefeld,win-market,fb,4.1,arminia-bielefeld,borussia-monchengladbach
28,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/winner/monchengladbach,1.86,2022-02-05T14:30:00Z,2022-01-17T03:10:30Z,Borussia Monchengladbach (Fansbet),borussia-monchengladbach,win-market,fb,2.05,arminia-bielefeld,borussia-monchengladbach
29,wa/soccer/arminia-bielefeld-borussia-m-gladbach/arminia-bielefeld-v-borussia-m-gladbach/win-draw-win/draw,3.75,2022-02-05T14:20:00Z,2022-01-17T07:37:23Z,Draw (Betway),draw,win-market,wa,3.75,arminia-bielefeld,borussia-monchengladbach
30,wa/soccer/arminia-bielefeld-borussia-m-gladbach/arminia-bielefeld-v-borussia-m-gladbach/win-draw-win/arminia-bielefeld,3.75,2022-02-05T14:20:00Z,2022-01-17T07:37:23Z,Arminia Bielefeld (Betway),arminia-bielefeld,win-market,wa,4.1,arminia-bielefeld,borussia-monchengladbach
31,wa/soccer/arminia-bielefeld-borussia-m-gladbach/arminia-bielefeld-v-borussia-m-gladbach/win-draw-win/borussia-m-gladbach,1.95,2022-02-05T14:20:00Z,2022-01-17T07:37:23Z,Borussia Monchengladbach (Betway),borussia-monchengladbach,win-market,wa,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
32,bs/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/draw,3.75,2022-02-05T14:30:00Z,2022-01-17T07:37:23Z,Draw (Betsson),draw,win-market,bs,3.75,arminia-bielefeld,borussia-monchengladbach
33,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/1x2/draw,3.25,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Draw (Netbet),draw,win-market,nt,3.8,arminia-bielefeld,borussia-monchengladbach
34,bs/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/arminia-bielefeld,3.75,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Arminia Bielefeld (Betsson),arminia-bielefeld,win-market,bs,4.1,arminia-bielefeld,borussia-monchengladbach
35,bs/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/borussia-moenchengladbach,1.95,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Borussia Monchengladbach (Betsson),borussia-monchengladbach,win-market,bs,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
36,sa/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/draw,3.75,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Draw (Betsafe),draw,win-market,sa,3.8,arminia-bielefeld,borussia-monchengladbach
37,sa/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/arminia-bielefeld,3.75,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Arminia Bielefeld (Betsafe),arminia-bielefeld,win-market,sa,4.1,arminia-bielefeld,borussia-monchengladbach
38,sa/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/borussia-moenchengladbach,1.95,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Borussia Monchengladbach (Betsafe),borussia-monchengladbach,win-market,sa,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
39,by/eurfootball/germany-germany-bundesliga/arminia-bielefeld-v-monchengladbach/match-betting/draw,3.8,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Draw (BoyleSports),draw,win-market,by,3.8,arminia-bielefeld,borussia-monchengladbach
40,by/eurfootball/germany-germany-bundesliga/arminia-bielefeld-v-monchengladbach/match-betting/arminia-bielefeld,3.75,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Arminia Bielefeld (BoyleSports),arminia-bielefeld,win-market,by,4.1,arminia-bielefeld,borussia-monchengladbach
41,by/eurfootball/germany-germany-bundesliga/arminia-bielefeld-v-monchengladbach/match-betting/monchengladbach,1.87,2022-02-05T14:30:00Z,2022-01-17T12:19:10Z,Borussia Monchengladbach (BoyleSports),borussia-monchengladbach,win-market,by,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
42,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.8,2022-02-05T14:30:00Z,2022-01-17T17:16:05Z,Arminia Bielefeld (Mansion Bet),arminia-bielefeld,win-market,mb,4.1,arminia-bielefeld,borussia-monchengladbach
43,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/monchengladbach,1.83,2022-02-05T14:30:00Z,2022-01-17T17:16:05Z,Borussia Monchengladbach (Mansion Bet),borussia-monchengladbach,win-market,mb,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
44,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/1x2/bielefeld,3.5,2022-02-05T14:30:00Z,2022-01-17T17:16:05Z,Arminia Bielefeld (Netbet),arminia-bielefeld,win-market,nt,4.1,arminia-bielefeld,borussia-monchengladbach
45,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/1x2/monchengladbach,1.8,2022-02-05T14:30:00Z,2022-01-17T17:16:05Z,Borussia Monchengladbach (Netbet),borussia-monchengladbach,win-market,nt,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
46,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.55,2022-02-05T14:30:00Z,2022-01-17T17:16:05Z,Arminia Bielefeld (10bet),arminia-bielefeld,win-market,eb,4.1,arminia-bielefeld,borussia-monchengladbach
47,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/monchengladbach,1.8,2022-02-05T14:30:00Z,2022-01-17T17:16:05Z,Borussia Monchengladbach (10bet),borussia-monchengladbach,win-market,eb,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
48,bh/football/germany-bundesliga/arminia-bielefeld-v-borussia-m-gladbach/tip/arminia-bielefeld,3.55,2022-02-05T15:30:00Z,2022-01-17T22:29:17Z,Arminia Bielefeld (Bet At Home),arminia-bielefeld,win-market,bh,4.1,arminia-bielefeld,borussia-monchengladbach
49,bh/football/germany-bundesliga/arminia-bielefeld-v-borussia-m-gladbach/tip/borussia-m-gladbach,1.94,2022-02-05T15:30:00Z,2022-01-17T22:29:17Z,Borussia Monchengladbach (Bet At Home),borussia-monchengladbach,win-market,bh,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
50,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/draw,3.35,2022-02-05T14:30:00Z,2022-01-17T22:29:17Z,Draw (Fansbet),draw,win-market,fb,3.8,arminia-bielefeld,borussia-monchengladbach
51,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/bielefeld,3.65,2022-02-05T14:30:00Z,2022-01-17T22:29:17Z,Arminia Bielefeld (Fansbet),arminia-bielefeld,win-market,fb,4.1,arminia-bielefeld,borussia-monchengladbach
52,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/monchengladbach,1.83,2022-02-05T14:30:00Z,2022-01-17T22:29:17Z,Borussia Monchengladbach (Fansbet),borussia-monchengladbach,win-market,fb,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
53,tn/football/germany-bundesliga/armina-bielefeld-v-borussia-monchengladbach/main-result-main-line/x,3.6,2022-02-05T14:30:00Z,2022-01-17T22:29:17Z,Draw (TonyBet),draw,win-market,tn,3.8,arminia-bielefeld,borussia-monchengladbach
54,tn/football/germany-bundesliga/armina-bielefeld-v-borussia-monchengladbach/main-result-main-line/armina-bielefeld,4.0,2022-02-05T14:30:00Z,2022-01-17T22:29:17Z,Arminia Bielefeld (TonyBet),arminia-bielefeld,win-market,tn,4.1,arminia-bielefeld,borussia-monchengladbach
55,tn/football/germany-bundesliga/armina-bielefeld-v-borussia-monchengladbach/main-result-main-line/borussia-monchengladbach,1.87,2022-02-05T14:30:00Z,2022-01-17T22:29:17Z,Borussia Monchengladbach (TonyBet),borussia-monchengladbach,win-market,tn,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
56,bh/football/germany-bundesliga/arminia-bielefeld-v-borussia-m-gladbach/tip/draw,3.6,2022-02-05T15:30:00Z,2022-01-18T03:46:21Z,Draw (Bet At Home),draw,win-market,bh,3.8,arminia-bielefeld,borussia-monchengladbach
57,bh/football/germany-bundesliga/arminia-bielefeld-v-borussia-m-gladbach/tip/borussia-m-gladbach,1.92,2022-02-05T15:30:00Z,2022-01-18T03:46:21Z,Borussia Monchengladbach (Bet At Home),borussia-monchengladbach,win-market,bh,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
58,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.6,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Arminia Bielefeld (Mansion Bet),arminia-bielefeld,win-market,mb,4.1,arminia-bielefeld,borussia-monchengladbach
59,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/monchengladbach,1.87,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Borussia Monchengladbach (Mansion Bet),borussia-monchengladbach,win-market,mb,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
60,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/1x2/bielefeld,3.3,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Arminia Bielefeld (Netbet),arminia-bielefeld,win-market,nt,4.1,arminia-bielefeld,borussia-monchengladbach
61,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/1x2/monchengladbach,1.83,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Borussia Monchengladbach (Netbet),borussia-monchengladbach,win-market,nt,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
62,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/draw,3.25,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Draw (10bet),draw,win-market,eb,3.8,arminia-bielefeld,borussia-monchengladbach
63,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.35,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Arminia Bielefeld (10bet),arminia-bielefeld,win-market,eb,4.1,arminia-bielefeld,borussia-monchengladbach
64,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/monchengladbach,1.83,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Borussia Monchengladbach (10bet),borussia-monchengladbach,win-market,eb,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
65,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/bielefeld,3.4,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Arminia Bielefeld (Fansbet),arminia-bielefeld,win-market,fb,4.1,arminia-bielefeld,borussia-monchengladbach
66,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/monchengladbach,1.86,2022-02-05T14:30:00Z,2022-01-18T03:46:21Z,Borussia Monchengladbach (Fansbet),borussia-monchengladbach,win-market,fb,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
67,vb/football/germany-bundesliga/arminia-bielefeld-v-borussia-monchengladbach/match-result/draw,3.6,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Draw (Vbet),draw,win-market,vb,3.75,arminia-bielefeld,borussia-monchengladbach
68,vb/football/germany-bundesliga/arminia-bielefeld-v-borussia-monchengladbach/match-result/borussia-monchengladbach,1.95,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Borussia Monchengladbach (Vbet),borussia-monchengladbach,win-market,vb,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
69,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.65,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (Mansion Bet),arminia-bielefeld,win-market,mb,4.1,arminia-bielefeld,borussia-monchengladbach
70,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/1x2/bielefeld,3.35,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (Netbet),arminia-bielefeld,win-market,nt,4.1,arminia-bielefeld,borussia-monchengladbach
71,lv/football/germany-bundesliga/dsc-arminia-bielefeld-v-borussia-monchengladbach/3w/draw,3.6,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Draw (LVbet),draw,win-market,lv,3.75,arminia-bielefeld,borussia-monchengladbach
72,lv/football/germany-bundesliga/dsc-arminia-bielefeld-v-borussia-monchengladbach/3w/borussia-monchengladbach,1.95,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Borussia Monchengladbach (LVbet),borussia-monchengladbach,win-market,lv,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
73,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/draw,3.3,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Draw (10bet),draw,win-market,eb,3.75,arminia-bielefeld,borussia-monchengladbach
74,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.4,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (10bet),arminia-bielefeld,win-market,eb,4.1,arminia-bielefeld,borussia-monchengladbach
75,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/bielefeld,3.45,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (Fansbet),arminia-bielefeld,win-market,fb,4.1,arminia-bielefeld,borussia-monchengladbach
76,bs/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/arminia-bielefeld,4.0,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (Betsson),arminia-bielefeld,win-market,bs,4.1,arminia-bielefeld,borussia-monchengladbach
77,bs/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/borussia-moenchengladbach,1.92,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Borussia Monchengladbach (Betsson),borussia-monchengladbach,win-market,bs,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
78,sa/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/arminia-bielefeld,4.0,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (Betsafe),arminia-bielefeld,win-market,sa,4.1,arminia-bielefeld,borussia-monchengladbach
79,sa/football/germany-bundesliga/arminia-bielefeld-v-borussia-moenchengladbach/match-result/borussia-moenchengladbach,1.92,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Borussia Monchengladbach (Betsafe),borussia-monchengladbach,win-market,sa,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
80,by/eurfootball/germany-germany-bundesliga/arminia-bielefeld-v-monchengladbach/match-betting/draw,3.5,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Draw (BoyleSports),draw,win-market,by,3.75,arminia-bielefeld,borussia-monchengladbach
81,by/eurfootball/germany-germany-bundesliga/arminia-bielefeld-v-monchengladbach/match-betting/arminia-bielefeld,4.0,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (BoyleSports),arminia-bielefeld,win-market,by,4.1,arminia-bielefeld,borussia-monchengladbach
82,tn/football/germany-bundesliga/armina-bielefeld-v-borussia-monchengladbach/main-result-main-line/x,3.5,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Draw (TonyBet),draw,win-market,tn,3.75,arminia-bielefeld,borussia-monchengladbach
83,tn/football/germany-bundesliga/armina-bielefeld-v-borussia-monchengladbach/main-result-main-line/armina-bielefeld,3.9,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Arminia Bielefeld (TonyBet),arminia-bielefeld,win-market,tn,4.1,arminia-bielefeld,borussia-monchengladbach
84,tn/football/germany-bundesliga/armina-bielefeld-v-borussia-monchengladbach/main-result-main-line/borussia-monchengladbach,1.9,2022-02-05T14:30:00Z,2022-01-18T08:45:45Z,Borussia Monchengladbach (TonyBet),borussia-monchengladbach,win-market,tn,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
85,nt/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/winner/bielefeld,3.35,2022-02-05T14:30:00Z,2022-01-18T14:15:03Z,Arminia Bielefeld (Netbet),arminia-bielefeld,win-market,nt,4.1,arminia-bielefeld,borussia-monchengladbach
86,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/draw,3.45,2022-02-05T14:30:00Z,2022-01-18T14:15:03Z,Draw (Fansbet),draw,win-market,fb,3.75,arminia-bielefeld,borussia-monchengladbach
87,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/bielefeld,3.3,2022-02-05T14:30:00Z,2022-01-18T14:15:03Z,Arminia Bielefeld (Fansbet),arminia-bielefeld,win-market,fb,4.1,arminia-bielefeld,borussia-monchengladbach
88,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/draw,3.35,2022-02-05T14:30:00Z,2022-01-18T19:38:24Z,Draw (Fansbet),draw,win-market,fb,3.75,arminia-bielefeld,borussia-monchengladbach
89,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/winner/bielefeld,3.45,2022-02-05T14:30:00Z,2022-01-18T19:38:24Z,Arminia Bielefeld (Fansbet),arminia-bielefeld,win-market,fb,4.1,arminia-bielefeld,borussia-monchengladbach
90,fb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/moneyline/bielefeld,3.45,2022-02-05T14:30:00Z,2022-01-18T19:38:24Z,Arminia Bielefeld (Fansbet),arminia-bielefeld,win-market,fb,4.1,arminia-bielefeld,borussia-monchengladbach
91,bh/football/germany-bundesliga/arminia-bielefeld-v-borussia-m-gladbach/tip/draw,3.55,2022-02-05T15:30:00Z,2022-01-19T17:09:08Z,Draw (Bet At Home),draw,win-market,bh,3.75,arminia-bielefeld,borussia-monchengladbach
92,bh/football/germany-bundesliga/arminia-bielefeld-v-borussia-m-gladbach/tip/arminia-bielefeld,3.6,2022-02-05T15:30:00Z,2022-01-19T17:09:08Z,Arminia Bielefeld (Bet At Home),arminia-bielefeld,win-market,bh,4.1,arminia-bielefeld,borussia-monchengladbach
93,bh/football/germany-bundesliga/arminia-bielefeld-v-borussia-m-gladbach/tip/borussia-m-gladbach,1.93,2022-02-05T15:30:00Z,2022-01-19T17:09:08Z,Borussia Monchengladbach (Bet At Home),borussia-monchengladbach,win-market,bh,1.9500000000000002,arminia-bielefeld,borussia-monchengladbach
94,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/draw,3.4,2022-02-05T14:30:00Z,2022-01-19T17:09:08Z,Draw (Mansion Bet),draw,win-market,mb,3.75,arminia-bielefeld,borussia-monchengladbach
95,mb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.75,2022-02-05T14:30:00Z,2022-01-19T17:09:08Z,Arminia Bielefeld (Mansion Bet),arminia-bielefeld,win-market,mb,4.1,arminia-bielefeld,borussia-monchengladbach
96,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/draw,3.2,2022-02-05T14:30:00Z,2022-01-19T17:09:08Z,Draw (10bet),draw,win-market,eb,3.75,arminia-bielefeld,borussia-monchengladbach
97,eb/soccer/germany-1-bundesliga/bielefeld-v-monchengladbach/ft-moneyline/bielefeld,3.5,2022-02-05T14:30:00Z,2022-01-19T17:09:08Z,Arminia Bielefeld (10bet),arminia-bielefeld,win-market,eb,4.1,arminia-bielefeld,borussia-monchengladbach
