id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/tottenham-hotspur,1.6,2022-01-01T16:00:00Z,2022-01-01T05:31:04Z,Tottenham (Bet At Home),tottenham,win-market,bh,1.62
vc/football/eng-premier-league/watford-v-tottenham-hotspur/match-betting-90-mins/draw,4.2,2022-01-01T15:00:00Z,2022-01-01T05:31:04Z,Draw (Betvictor),draw,win-market,vc,4.45
vc/football/eng-premier-league/watford-v-tottenham-hotspur/match-betting-90-mins/tottenham-hotspur,1.6,2022-01-01T15:00:00Z,2022-01-01T05:31:04Z,Tottenham (Betvictor),tottenham,win-market,vc,1.62
qb/football/english-premier-league/watford-v-spurs/match-result/draw,4.2,2022-01-01T15:00:00Z,2022-01-01T05:31:04Z,Draw (Quinnbet),draw,win-market,qb,4.45
qb/football/english-premier-league/watford-v-spurs/match-result/spurs,1.6,2022-01-01T15:00:00Z,2022-01-01T05:31:04Z,Tottenham (Quinnbet),tottenham,win-market,qb,1.62
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/draw,4.15,2022-01-01T15:00:00Z,2022-01-01T05:31:04Z,Draw (Novibet),draw,win-market,nv,4.45
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/tottenham,1.61,2022-01-01T15:00:00Z,2022-01-01T05:31:04Z,Tottenham (Novibet),tottenham,win-market,nv,1.62
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/draw,4.45,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (Betsson),draw,win-market,bs,4.45
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/watford,5.55,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Watford (Betsson),watford,win-market,bs,5.75
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/tottenham,1.6,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Tottenham (Betsson),tottenham,win-market,bs,1.62
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/draw,4.45,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (Betsafe),draw,win-market,sa,4.45
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/watford,5.55,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Watford (Betsafe),watford,win-market,sa,5.75
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/tottenham,1.6,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Tottenham (Betsafe),tottenham,win-market,sa,1.62
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/x,4.35,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (TonyBet),draw,win-market,tn,4.45
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/watford,5.75,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Watford (TonyBet),watford,win-market,tn,5.75
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/tottenham,1.6,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Tottenham (TonyBet),tottenham,win-market,tn,1.62
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/draw,4.3,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (Vbet),draw,win-market,vb,4.45
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/watford,5.5,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Watford (Vbet),watford,win-market,vb,5.75
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/tottenham-hotspur,1.61,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Tottenham (Vbet),tottenham,win-market,vb,1.62
by/ukfootball/england-england-premier-league/watford-v-tottenham/match-betting/draw,4.0,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (BoyleSports),draw,win-market,by,4.45
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/draw,4.3,2022-01-01T16:00:00Z,2022-01-01T08:06:31Z,Draw (Bet At Home),draw,win-market,bh,4.45
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/tottenham-hotspur,1.58,2022-01-01T16:00:00Z,2022-01-01T08:06:31Z,Tottenham (Bet At Home),tottenham,win-market,bh,1.62
vc/football/eng-premier-league/watford-v-tottenham-hotspur/match-betting-90-mins/draw,4.33,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (Betvictor),draw,win-market,vc,4.45
vc/football/eng-premier-league/watford-v-tottenham-hotspur/match-betting-90-mins/tottenham-hotspur,1.57,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Tottenham (Betvictor),tottenham,win-market,vc,1.62
qb/football/english-premier-league/watford-v-spurs/match-result/draw,4.33,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (Quinnbet),draw,win-market,qb,4.45
qb/football/english-premier-league/watford-v-spurs/match-result/spurs,1.57,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Tottenham (Quinnbet),tottenham,win-market,qb,1.62
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/draw,4.2,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Draw (Novibet),draw,win-market,nv,4.45
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/watford,5.45,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Watford (Novibet),watford,win-market,nv,5.75
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/tottenham,1.59,2022-01-01T15:00:00Z,2022-01-01T08:06:31Z,Tottenham (Novibet),tottenham,win-market,nv,1.62
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/draw,4.2,2022-01-01T14:50:00Z,2022-01-01T10:40:06Z,Draw (Betway),draw,win-market,wa,4.35
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/watford,5.25,2022-01-01T14:50:00Z,2022-01-01T10:40:06Z,Watford (Betway),watford,win-market,wa,5.75
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/tottenham-hotspur,1.6,2022-01-01T14:50:00Z,2022-01-01T10:40:06Z,Tottenham (Betway),tottenham,win-market,wa,1.6400000000000001
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/draw,4.35,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (Betsson),draw,win-market,bs,4.35
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/watford,5.6,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (Betsson),watford,win-market,bs,5.75
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/draw,4.35,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (Betsafe),draw,win-market,sa,4.35
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/watford,5.6,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (Betsafe),watford,win-market,sa,5.75
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/x,4.3,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (TonyBet),draw,win-market,tn,4.35
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/watford,5.7,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (TonyBet),watford,win-market,tn,5.75
nt/soccer/england-premier-league/watford-v-tottenham/moneyline/draw,4.05,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (Netbet),draw,win-market,nt,4.35
nt/soccer/england-premier-league/watford-v-tottenham/moneyline/watford,5.5,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (Netbet),watford,win-market,nt,5.75
nt/soccer/england-premier-league/watford-v-tottenham/moneyline/tottenham,1.54,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Tottenham (Netbet),tottenham,win-market,nt,1.6400000000000001
lv/football/england-premier-league/watford-fc-v-tottenham-hotspur-fc/3w/draw,4.25,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (LVbet),draw,win-market,lv,4.35
lv/football/england-premier-league/watford-fc-v-tottenham-hotspur-fc/3w/watford-fc,5.3,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (LVbet),watford,win-market,lv,5.75
lv/football/england-premier-league/watford-fc-v-tottenham-hotspur-fc/3w/tottenham-hotspur-fc,1.64,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Tottenham (LVbet),tottenham,win-market,lv,1.6400000000000001
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/watford,5.6,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (Vbet),watford,win-market,vb,5.75
fb/soccer/england-premier-league/watford-v-tottenham/1x2/draw,4.2,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (Fansbet),draw,win-market,fb,4.35
fb/soccer/england-premier-league/watford-v-tottenham/1x2/watford,5.75,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (Fansbet),watford,win-market,fb,5.75
mb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/draw,4.25,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (Mansion Bet),draw,win-market,mb,4.35
mb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/watford,5.75,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (Mansion Bet),watford,win-market,mb,5.75
mb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/tottenham,1.54,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Tottenham (Mansion Bet),tottenham,win-market,mb,1.6400000000000001
eb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/draw,4.2,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (10bet),draw,win-market,eb,4.35
eb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/watford,5.75,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Watford (10bet),watford,win-market,eb,5.75
by/ukfootball/england-england-premier-league/watford-v-tottenham/match-betting/tottenham,1.6,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Tottenham (BoyleSports),tottenham,win-market,by,1.6400000000000001
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/draw,4.2,2022-01-01T16:00:00Z,2022-01-01T10:40:06Z,Draw (Bet At Home),draw,win-market,bh,4.35
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/tottenham-hotspur,1.59,2022-01-01T16:00:00Z,2022-01-01T10:40:06Z,Tottenham (Bet At Home),tottenham,win-market,bh,1.6400000000000001
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/draw,4.15,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Draw (Novibet),draw,win-market,nv,4.35
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/tottenham,1.6,2022-01-01T15:00:00Z,2022-01-01T10:40:06Z,Tottenham (Novibet),tottenham,win-market,nv,1.6400000000000001
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/draw,4.0,2022-01-01T14:50:00Z,2022-01-01T13:29:59Z,Draw (Betway),draw,win-market,wa,4.3
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/watford,5.5,2022-01-01T14:50:00Z,2022-01-01T13:29:59Z,Watford (Betway),watford,win-market,wa,5.8
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/tottenham-hotspur,1.62,2022-01-01T14:50:00Z,2022-01-01T13:29:59Z,Tottenham (Betway),tottenham,win-market,wa,1.65
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/draw,4.3,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Betsson),draw,win-market,bs,4.3
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/watford,5.65,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (Betsson),watford,win-market,bs,5.8
bs/football/england-premier-league-epl/watford-v-tottenham/match-result/tottenham,1.61,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Betsson),tottenham,win-market,bs,1.65
fr/football-premiership/football-premiership/watford-v-tottenham-hotspur/match-result/draw,4.2,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Betfred),draw,win-market,fr,4.3
fr/football-premiership/football-premiership/watford-v-tottenham-hotspur/match-result/tottenham-hotspur,1.62,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Betfred),tottenham,win-market,fr,1.65
wh/uk-football/english-premier-league/watford-v-tottenham/90-minutes/draw,4.0,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (William Hill),draw,win-market,wh,4.3
wh/uk-football/english-premier-league/watford-v-tottenham/90-minutes/watford,5.8,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (William Hill),watford,win-market,wh,5.8
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/draw,4.3,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Betsafe),draw,win-market,sa,4.3
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/watford,5.65,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (Betsafe),watford,win-market,sa,5.8
sa/football/england-premier-league-epl/watford-v-tottenham/match-result/tottenham,1.61,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Betsafe),tottenham,win-market,sa,1.65
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/x,4.1,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (TonyBet),draw,win-market,tn,4.3
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/watford,5.6,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (TonyBet),watford,win-market,tn,5.8
tn/football/england-premier-league/watford-v-tottenham/main-result-main-line/tottenham,1.65,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (TonyBet),tottenham,win-market,tn,1.65
nt/soccer/england-premier-league/watford-v-tottenham/moneyline/draw,3.9,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Netbet),draw,win-market,nt,4.3
nt/soccer/england-premier-league/watford-v-tottenham/moneyline/watford,5.25,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (Netbet),watford,win-market,nt,5.8
nt/soccer/england-premier-league/watford-v-tottenham/moneyline/tottenham,1.57,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Netbet),tottenham,win-market,nt,1.65
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/draw,4.1,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Vbet),draw,win-market,vb,4.3
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/tottenham-hotspur,1.63,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Vbet),tottenham,win-market,vb,1.65
fb/soccer/england-premier-league/watford-v-tottenham/1x2/draw,4.05,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Fansbet),draw,win-market,fb,4.3
fb/soccer/england-premier-league/watford-v-tottenham/1x2/watford,5.5,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (Fansbet),watford,win-market,fb,5.8
fb/soccer/england-premier-league/watford-v-tottenham/1x2/tottenham,1.6,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Fansbet),tottenham,win-market,fb,1.65
mb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/draw,4.1,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Mansion Bet),draw,win-market,mb,4.3
mb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/watford,5.5,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (Mansion Bet),watford,win-market,mb,5.8
mb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/tottenham,1.57,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Mansion Bet),tottenham,win-market,mb,1.65
eb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/draw,4.05,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (10bet),draw,win-market,eb,4.3
eb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/watford,5.5,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Watford (10bet),watford,win-market,eb,5.8
eb/soccer/england-premier-league/watford-v-tottenham/ft-moneyline/tottenham,1.61,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (10bet),tottenham,win-market,eb,1.65
by/ukfootball/england-england-premier-league/watford-v-tottenham/match-betting/tottenham,1.62,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (BoyleSports),tottenham,win-market,by,1.65
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/draw,4.1,2022-01-01T16:00:00Z,2022-01-01T13:29:59Z,Draw (Bet At Home),draw,win-market,bh,4.3
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/watford,5.0,2022-01-01T16:00:00Z,2022-01-01T13:29:59Z,Watford (Bet At Home),watford,win-market,bh,5.8
bh/football/england-premier-league/watford-v-tottenham-hotspur/tip/tottenham-hotspur,1.62,2022-01-01T16:00:00Z,2022-01-01T13:29:59Z,Tottenham (Bet At Home),tottenham,win-market,bh,1.65
vc/football/eng-premier-league/watford-v-tottenham-hotspur/match-betting-90-mins/draw,4.1,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Betvictor),draw,win-market,vc,4.3
vc/football/eng-premier-league/watford-v-tottenham-hotspur/match-betting-90-mins/tottenham-hotspur,1.6,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Betvictor),tottenham,win-market,vc,1.65
qb/football/english-premier-league/watford-v-spurs/match-result/draw,4.2,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Quinnbet),draw,win-market,qb,4.3
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/draw,4.1,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Draw (Novibet),draw,win-market,nv,4.3
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/tottenham,1.61,2022-01-01T15:00:00Z,2022-01-01T13:29:59Z,Tottenham (Novibet),tottenham,win-market,nv,1.65
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/draw,2.1,2022-01-01T14:50:00Z,2022-01-01T16:22:14Z,Draw (Betway),draw,win-market,wa,4.0
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/watford,7.5,2022-01-01T14:50:00Z,2022-01-01T16:22:14Z,Watford (Betway),watford,win-market,wa,10.5
wa/soccer/watford-tottenham-hotspur/watford-v-tottenham-hotspur/win-draw-win/tottenham-hotspur,2.05,2022-01-01T14:50:00Z,2022-01-01T16:22:14Z,Tottenham (Betway),tottenham,win-market,wa,2.2
nt/soccer/england-premier-league/watford-v-tottenham/1x2/draw,2.4,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Draw (Netbet),draw,win-market,nt,4.0
nt/soccer/england-premier-league/watford-v-tottenham/1x2/watford,9.5,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Watford (Netbet),watford,win-market,nt,10.5
nt/soccer/england-premier-league/watford-v-tottenham/1x2/tottenham,1.71,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Tottenham (Netbet),tottenham,win-market,nt,2.2
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/draw,2.4,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Draw (Vbet),draw,win-market,vb,4.0
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/watford,9.5,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Watford (Vbet),watford,win-market,vb,10.5
vb/football/england-premier-league/watford-v-tottenham-hotspur/match-result/tottenham-hotspur,1.97,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Tottenham (Vbet),tottenham,win-market,vb,2.2
fb/soccer/england-premier-league/watford-v-tottenham/1x2/draw,2.7,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Draw (Fansbet),draw,win-market,fb,4.0
fb/soccer/england-premier-league/watford-v-tottenham/1x2/watford,10.5,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Watford (Fansbet),watford,win-market,fb,10.5
fb/soccer/england-premier-league/watford-v-tottenham/1x2/tottenham,1.64,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Tottenham (Fansbet),tottenham,win-market,fb,2.2
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/draw,2.1,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Draw (Novibet),draw,win-market,nv,4.0
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/watford,8.2,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Watford (Novibet),watford,win-market,nv,10.5
nv/soccer/premier-league-england/watford-v-tottenham/full-time-result/tottenham,2.2,2022-01-01T15:00:00Z,2022-01-01T16:22:14Z,Tottenham (Novibet),tottenham,win-market,nv,2.2
wa/soccer/west-ham-united-leeds-united/west-ham-united-v-leeds-united/win-draw-win/leeds-united,4.2,2022-01-09T14:05:00Z,2022-01-01T03:34:29Z,Leeds United (Betway),leeds-united,win-market,wa,5.1
fb/soccer/english-fa-cup/west-ham-v-leeds/1x2/leeds,3.8,2022-01-09T14:15:00Z,2022-01-01T03:34:29Z,Leeds United (Fansbet),leeds-united,win-market,fb,5.1
fb/soccer/england-premier-league/west-ham-v-leeds/1x2/leeds,4.3,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Fansbet),leeds-united,win-market,fb,5.1
mb/soccer/english-fa-cup/west-ham-v-leeds/ft-moneyline/leeds,4.15,2022-01-09T14:15:00Z,2022-01-01T03:34:29Z,Leeds United (Mansion Bet),leeds-united,win-market,mb,5.1
mb/soccer/england-premier-league/west-ham-v-leeds/ft-moneyline/leeds,4.5,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Mansion Bet),leeds-united,win-market,mb,5.1
nt/soccer/english-fa-cup/west-ham-v-leeds/moneyline/leeds,3.8,2022-01-09T14:15:00Z,2022-01-01T03:34:29Z,Leeds United (Netbet),leeds-united,win-market,nt,5.1
nt/soccer/england-premier-league/west-ham-v-leeds/moneyline/leeds,4.15,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Netbet),leeds-united,win-market,nt,5.1
vb/football/england-fa-cup/west-ham-united-v-leeds-united/match-result/leeds-united,4.6,2022-01-09T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Vbet),leeds-united,win-market,vb,5.1
vb/football/england-premier-league/west-ham-united-v-leeds-united/match-result/leeds-united,5.1,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Vbet),leeds-united,win-market,vb,5.1
eb/soccer/english-fa-cup/west-ham-v-leeds/ft-moneyline/leeds,3.8,2022-01-09T14:15:00Z,2022-01-01T03:34:29Z,Leeds United (10bet),leeds-united,win-market,eb,5.1
eb/soccer/england-premier-league/west-ham-v-leeds/ft-moneyline/leeds,4.3,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (10bet),leeds-united,win-market,eb,5.1
lv/football/england-fa-cup/west-ham-united-v-leeds-united/3w/leeds-united,4.45,2022-01-09T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (LVbet),leeds-united,win-market,lv,5.1
lv/football/england-premier-league/west-ham-united-v-leeds-united/3w/leeds-united,5.0,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (LVbet),leeds-united,win-market,lv,5.1
wh/uk-football/english-fa-cup/west-ham-v-leeds/90-minutes/leeds,4.2,2022-01-09T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (William Hill),leeds-united,win-market,wh,5.1
wh/uk-football/english-premier-league/west-ham-v-leeds/90-minutes/leeds,4.75,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (William Hill),leeds-united,win-market,wh,5.1
tn/football/england-fa-cup/west-ham-united-v-leeds-united/main-result-main-line/leeds-united,4.4,2022-01-09T14:15:00Z,2022-01-01T03:34:29Z,Leeds United (TonyBet),leeds-united,win-market,tn,5.1
tn/football/england-premier-league/west-ham-united-v-leeds-united/main-result-main-line/leeds-united,4.85,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (TonyBet),leeds-united,win-market,tn,5.1
sa/football/england-fa-cup/west-ham-v-leeds/match-result/leeds,4.33,2022-01-09T14:15:00Z,2022-01-01T03:34:29Z,Leeds United (Betsafe),leeds-united,win-market,sa,5.1
sa/football/england-premier-league-epl/west-ham-v-leeds/match-result/leeds,4.8,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Betsafe),leeds-united,win-market,sa,5.1
bs/football/england-fa-cup/west-ham-v-leeds/match-result/leeds,4.33,2022-01-09T14:15:00Z,2022-01-01T03:34:29Z,Leeds United (Betsson),leeds-united,win-market,bs,5.1
bs/football/england-premier-league-epl/west-ham-v-leeds/match-result/leeds,4.8,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Betsson),leeds-united,win-market,bs,5.1
bh/football/england-fa-cup/west-ham-united-v-leeds-united/tip/leeds-united,4.2,2022-01-09T15:00:00Z,2022-01-01T03:34:29Z,Leeds United (Bet At Home),leeds-united,win-market,bh,5.1
bh/football/england-premier-league/west-ham-united-v-leeds-united/tip/leeds-united,4.4,2022-01-16T15:00:00Z,2022-01-01T03:34:29Z,Leeds United (Bet At Home),leeds-united,win-market,bh,5.1
nv/soccer/fa-cup-england/west-ham-v-leeds/full-time-result/leeds,4.05,2022-01-09T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Novibet),leeds-united,win-market,nv,5.1
by/ukfootball/england-england-fa-cup/west-ham-v-leeds/match-betting/leeds,4.33,2022-01-09T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (BoyleSports),leeds-united,win-market,by,5.1
by/ukfootball/england-england-premier-league/west-ham-v-leeds/match-betting/leeds,5.0,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (BoyleSports),leeds-united,win-market,by,5.1
vc/football/eng-fa-cup/west-ham-v-leeds-united/match-betting-90-mins/leeds-united,4.1,2022-01-09T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Betvictor),leeds-united,win-market,vc,5.1
vc/football/eng-premier-league/west-ham-v-leeds-united/match-betting-90-mins/leeds-united,4.75,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Betvictor),leeds-united,win-market,vc,5.1
qb/football/english-fa-cup/west-ham-v-leeds/match-result/leeds,4.2,2022-01-09T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Quinnbet),leeds-united,win-market,qb,5.1
qb/football/english-premier-league/west-ham-v-leeds/match-result/leeds,4.5,2022-01-16T14:00:00Z,2022-01-01T03:34:29Z,Leeds United (Quinnbet),leeds-united,win-market,qb,5.1
wa/soccer/west-ham-united-leeds-united/west-ham-united-v-leeds-united/win-draw-win/leeds-united,4.75,2022-01-16T13:50:00Z,2022-01-01T05:31:21Z,Leeds United (Betway),leeds-united,win-market,wa,5.1
wa/soccer/west-ham-united-leeds-united/west-ham-united-v-leeds-united/win-draw-win/west-ham-united,1.67,2022-01-16T13:50:00Z,2022-01-01T08:06:51Z,West Ham (Betway),west-ham,win-market,wa,1.833
fb/soccer/english-fa-cup/west-ham-v-leeds/1x2/west-ham,1.71,2022-01-09T14:15:00Z,2022-01-01T08:06:51Z,West Ham (Fansbet),west-ham,win-market,fb,1.833
fb/soccer/england-premier-league/west-ham-v-leeds/1x2/west-ham,1.62,2022-01-16T14:00:00Z,2022-01-01T08:06:51Z,West Ham (Fansbet),west-ham,win-market,fb,1.833
