id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/arsenal,1.5,2022-01-22T14:50:00Z,2022-01-02T21:35:22Z,Arsenal (Betway),arsenal,win-market,wa,1.5
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-02T21:35:22Z,Arsenal (William Hill),arsenal,win-market,wh,1.5
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/draw,4.33,2022-01-22T14:50:00Z,2022-01-03T00:10:45Z,Draw (Betway),draw,win-market,wa,4.333
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/burnley,6.5,2022-01-22T14:50:00Z,2022-01-03T00:10:45Z,Burnley (Betway),burnley,win-market,wa,7.5
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,4.0,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Draw (William Hill),draw,win-market,wh,4.333
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,7.5,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Burnley (William Hill),burnley,win-market,wh,7.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Arsenal (10bet),arsenal,win-market,eb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.43,2022-01-22T15:00:00Z,2022-01-03T00:10:45Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.9,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Draw (10bet),draw,win-market,eb,4.333
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Arsenal (10bet),arsenal,win-market,eb,1.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Burnley (10bet),burnley,win-market,eb,7.5
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.9,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Draw (Fansbet),draw,win-market,fb,4.333
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Burnley (Fansbet),burnley,win-market,fb,7.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.05,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Draw (Mansion Bet),draw,win-market,mb,4.333
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T02:39:27Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,4.2,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Draw (William Hill),draw,win-market,wh,4.333
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Arsenal (William Hill),arsenal,win-market,wh,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,3.8,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Draw (Netbet),draw,win-market,nt,4.333
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-03T05:13:29Z,Burnley (Netbet),burnley,win-market,nt,7.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.95,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Draw (10bet),draw,win-market,eb,4.333
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,3.95,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Draw (Fansbet),draw,win-market,fb,4.333
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,4.2,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Draw (BoyleSports),draw,win-market,by,4.333
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.5,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Arsenal (BoyleSports),arsenal,win-market,by,1.5
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T10:22:05Z,Burnley (BoyleSports),burnley,win-market,by,7.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (10bet),arsenal,win-market,eb,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Burnley (Netbet),burnley,win-market,nt,7.5
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-03T13:00:16Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (10bet),arsenal,win-market,eb,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Burnley (Netbet),burnley,win-market,nt,7.5
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-03T15:39:50Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-03T18:25:25Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-03T18:25:25Z,Burnley (Netbet),burnley,win-market,nt,7.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-03T21:10:33Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-03T21:10:33Z,Burnley (Netbet),burnley,win-market,nt,7.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (10bet),arsenal,win-market,eb,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Burnley (Netbet),burnley,win-market,nt,7.5
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-04T02:43:22Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.48,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (10bet),arsenal,win-market,eb,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.0,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Burnley (Netbet),burnley,win-market,nt,7.5
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.47,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.1,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Draw (Mansion Bet),draw,win-market,mb,4.333
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.45,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.5,2022-01-22T15:00:00Z,2022-01-04T05:25:56Z,Burnley (Mansion Bet),burnley,win-market,mb,7.5
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,8.0,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (William Hill),burnley,win-market,wh,8.0
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.15,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (10bet),draw,win-market,eb,4.6
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.43,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (10bet),arsenal,win-market,eb,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,4.05,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (Netbet),draw,win-market,nt,4.6
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.25,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (Netbet),burnley,win-market,nt,8.0
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.15,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (Fansbet),draw,win-market,fb,4.6
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.43,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (Fansbet),arsenal,win-market,fb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.35,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (Mansion Bet),draw,win-market,mb,4.6
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.42,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (Mansion Bet),burnley,win-market,mb,8.0
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,4.33,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (BoyleSports),draw,win-market,by,4.6
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (BoyleSports),arsenal,win-market,by,1.5
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Burnley (BoyleSports),burnley,win-market,by,8.0
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,4.6,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Draw (TonyBet),draw,win-market,tn,4.6
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/arsenal,1.42,2022-01-22T15:00:00Z,2022-01-04T11:08:21Z,Arsenal (TonyBet),arsenal,win-market,tn,1.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.2,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (10bet),draw,win-market,eb,4.9
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.2,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Fansbet),draw,win-market,fb,4.9
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,6.9,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (TonyBet),burnley,win-market,tn,8.0
bh/football/england-premier-league/arsenal-v-burnley/tip/draw,4.4,2022-01-22T16:00:00Z,2022-01-04T13:54:03Z,Draw (Bet At Home),draw,win-market,bh,4.9
bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.46,2022-01-22T16:00:00Z,2022-01-04T13:54:03Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.5
bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,6.4,2022-01-22T16:00:00Z,2022-01-04T13:54:03Z,Burnley (Bet At Home),burnley,win-market,bh,8.0
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,4.9,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (LVbet),draw,win-market,lv,4.9
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.44,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (LVbet),arsenal,win-market,lv,1.5
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,7.5,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (LVbet),burnley,win-market,lv,8.0
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.7,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Betsson),draw,win-market,bs,4.9
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (Betsson),arsenal,win-market,bs,1.5
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,7.5,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (Betsson),burnley,win-market,bs,8.0
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,4.7,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Betsafe),draw,win-market,sa,4.9
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.46,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (Betsafe),arsenal,win-market,sa,1.5
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,7.5,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (Betsafe),burnley,win-market,sa,8.0
vb/football/england-premier-league/arsenal-v-burnley/match-result/draw,4.9,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Draw (Vbet),draw,win-market,vb,4.9
vb/football/england-premier-league/arsenal-v-burnley/match-result/arsenal,1.44,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Arsenal (Vbet),arsenal,win-market,vb,1.5
vb/football/england-premier-league/arsenal-v-burnley/match-result/burnley,7.4,2022-01-22T15:00:00Z,2022-01-04T13:54:03Z,Burnley (Vbet),burnley,win-market,vb,8.0
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.05,2022-01-22T15:00:00Z,2022-01-04T17:00:14Z,Draw (Netbet),draw,win-market,nt,4.9
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T17:00:14Z,Arsenal (Netbet),arsenal,win-market,nt,1.5
nt/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,6.25,2022-01-22T15:00:00Z,2022-01-04T17:00:14Z,Burnley (Netbet),burnley,win-market,nt,8.0
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/arsenal,1.44,2022-01-22T14:50:00Z,2022-01-04T20:01:46Z,Arsenal (Betway),arsenal,win-market,wa,1.444
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/burnley,8.0,2022-01-22T14:50:00Z,2022-01-04T20:01:46Z,Burnley (Betway),burnley,win-market,wa,8.5
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.3,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (10bet),draw,win-market,eb,5.2
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (10bet),arsenal,win-market,eb,1.444
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (10bet),burnley,win-market,eb,8.5
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,4.15,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Netbet),draw,win-market,nt,5.2
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/arsenal,1.38,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Netbet),arsenal,win-market,nt,1.444
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/burnley,6.75,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Netbet),burnley,win-market,nt,8.5
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/draw,4.3,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Fansbet),draw,win-market,fb,5.2
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Fansbet),arsenal,win-market,fb,1.444
fb/soccer/england-premier-league/arsenal-v-burnley/1x2/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Fansbet),burnley,win-market,fb,8.5
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,4.45,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Mansion Bet),draw,win-market,mb,5.2
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.38,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Mansion Bet),arsenal,win-market,mb,1.444
mb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,7.0,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Mansion Bet),burnley,win-market,mb,8.5
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/draw,4.5,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (BoyleSports),draw,win-market,by,5.2
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (BoyleSports),arsenal,win-market,by,1.444
by/ukfootball/england-england-premier-league/arsenal-v-burnley/match-betting/burnley,8.5,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (BoyleSports),burnley,win-market,by,8.5
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/x,4.8,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (TonyBet),draw,win-market,tn,5.2
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/arsenal,1.37,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (TonyBet),arsenal,win-market,tn,1.444
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,7.9,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (TonyBet),burnley,win-market,tn,8.5
bh/football/england-premier-league/arsenal-v-burnley/tip/draw,4.5,2022-01-22T16:00:00Z,2022-01-04T20:01:46Z,Draw (Bet At Home),draw,win-market,bh,5.2
bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.43,2022-01-22T16:00:00Z,2022-01-04T20:01:46Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.444
bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,6.8,2022-01-22T16:00:00Z,2022-01-04T20:01:46Z,Burnley (Bet At Home),burnley,win-market,bh,8.5
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/draw,5.2,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (LVbet),draw,win-market,lv,5.2
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/arsenal-fc,1.39,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (LVbet),arsenal,win-market,lv,1.444
lv/football/england-premier-league/arsenal-fc-v-burnley-fc/3w/burnley-fc,8.3,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (LVbet),burnley,win-market,lv,8.5
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.05,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Betsson),draw,win-market,bs,5.2
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Betsson),arsenal,win-market,bs,1.444
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,8.1,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Betsson),burnley,win-market,bs,8.5
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.05,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Betsafe),draw,win-market,sa,5.2
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.41,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Betsafe),arsenal,win-market,sa,1.444
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/burnley,8.1,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Betsafe),burnley,win-market,sa,8.5
vb/football/england-premier-league/arsenal-v-burnley/match-result/draw,5.2,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Draw (Vbet),draw,win-market,vb,5.2
vb/football/england-premier-league/arsenal-v-burnley/match-result/arsenal,1.39,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Arsenal (Vbet),arsenal,win-market,vb,1.444
vb/football/england-premier-league/arsenal-v-burnley/match-result/burnley,8.2,2022-01-22T15:00:00Z,2022-01-04T20:01:46Z,Burnley (Vbet),burnley,win-market,vb,8.5
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/draw,4.33,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Draw (William Hill),draw,win-market,wh,5.2
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/arsenal,1.4,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Arsenal (William Hill),arsenal,win-market,wh,1.444
wh/uk-football/english-premier-league/arsenal-v-burnley/90-minutes/burnley,9.0,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Burnley (William Hill),burnley,win-market,wh,9.0
tn/football/england-premier-league/arsenal-v-burnley/main-result-main-line/burnley,7.85,2022-01-22T15:00:00Z,2022-01-04T23:12:57Z,Burnley (TonyBet),burnley,win-market,tn,9.0
bh/football/england-premier-league/arsenal-v-burnley/tip/draw,4.6,2022-01-22T16:00:00Z,2022-01-04T23:12:57Z,Draw (Bet At Home),draw,win-market,bh,5.2
bh/football/england-premier-league/arsenal-v-burnley/tip/arsenal,1.42,2022-01-22T16:00:00Z,2022-01-04T23:12:57Z,Arsenal (Bet At Home),arsenal,win-market,bh,1.444
bh/football/england-premier-league/arsenal-v-burnley/tip/burnley,7.0,2022-01-22T16:00:00Z,2022-01-04T23:12:57Z,Burnley (Bet At Home),burnley,win-market,bh,9.0
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.2,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Draw (Betsson),draw,win-market,bs,5.2
bs/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.39,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Arsenal (Betsson),arsenal,win-market,bs,1.444
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/draw,5.2,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Draw (Betsafe),draw,win-market,sa,5.2
sa/football/england-premier-league-epl/arsenal-v-burnley/match-result/arsenal,1.39,2022-01-22T15:00:00Z,2022-01-05T05:26:59Z,Arsenal (Betsafe),arsenal,win-market,sa,1.444
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/draw,4.2,2022-01-22T14:50:00Z,2022-01-05T15:10:05Z,Draw (Betway),draw,win-market,wa,4.33
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/arsenal,1.5,2022-01-22T14:50:00Z,2022-01-05T15:10:05Z,Arsenal (Betway),arsenal,win-market,wa,1.6
wa/soccer/arsenal-burnley/arsenal-v-burnley/win-draw-win/burnley,7.0,2022-01-22T14:50:00Z,2022-01-05T15:10:05Z,Burnley (Betway),burnley,win-market,wa,9.0
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/draw,3.9,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (10bet),draw,win-market,eb,4.33
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/arsenal,1.53,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Arsenal (10bet),arsenal,win-market,eb,1.6
eb/soccer/england-premier-league/arsenal-v-burnley/ft-moneyline/burnley,5.5,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Burnley (10bet),burnley,win-market,eb,9.0
nt/soccer/england-premier-league/arsenal-v-burnley/moneyline/draw,3.9,2022-01-22T15:00:00Z,2022-01-05T15:10:05Z,Draw (Netbet),draw,win-market,nt,4.33
